slug,kind,without,with_role,allowance,note
c-6110,名称独占（技能検定）,2級紳士服製造技能士を名乗れない。,国家検定に合格した2級紳士服製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6113,名称独占（技能検定）,3級和裁技能士を名乗れない。,国家検定に合格した3級和裁技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6105,名称独占（技能検定）,特級婦人子供服製造技能士を名乗れない。,国家検定に合格した特級婦人子供服製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6108,名称独占（技能検定）,特級紳士服製造技能士を名乗れない。,国家検定に合格した特級紳士服製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6507,名称独占（技能検定）,1級印章彫刻技能士を名乗れない。,国家検定に合格した1級印章彫刻技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6509,名称独占（技能検定）,1級義肢・装具製作技能士を名乗れない。,国家検定に合格した1級義肢・装具製作技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6503,名称独占（技能検定）,1級貴金属装身具製作技能士を名乗れない。,国家検定に合格した1級貴金属装身具製作技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6508,名称独占（技能検定）,2級印章彫刻技能士を名乗れない。,国家検定に合格した2級印章彫刻技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6510,名称独占（技能検定）,2級義肢・装具製作技能士を名乗れない。,国家検定に合格した2級義肢・装具製作技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-6504,名称独占（技能検定）,2級貴金属装身具製作技能士を名乗れない。,国家検定に合格した2級貴金属装身具製作技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-5907,名称独占（技能検定）,1級光学機器製造技能士を名乗れない。,国家検定に合格した1級光学機器製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-5901,名称独占（技能検定）,1級時計修理技能士を名乗れない。,国家検定に合格した1級時計修理技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-5908,名称独占（技能検定）,2級光学機器製造技能士を名乗れない。,国家検定に合格した2級光学機器製造技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-5902,名称独占（技能検定）,2級時計修理技能士を名乗れない。,国家検定に合格した2級時計修理技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
c-5903,名称独占（技能検定）,3級時計修理技能士を名乗れない。,国家検定に合格した3級時計修理技能士として技能を公的に証明でき、現場で高く評価される。,,技能士の名称独占は職業能力開発促進法に基づく。
