slug,hellowork_code,name,name_raw,category,major_category,scope,is_bucket,is_duplicate,type,type_confidence,type_reason,authority,official_url,eligibility,exam_format,fee,pass_rate,frequency,difficulty,related_slugs,source_checked_at,status
c-4909,4909,航空機関士,航空機関士,航空機運転,運輸・運転・航空,domestic,0,0,国家,high,航空従事者(国家資格),国土交通省(航空局),https://www.mlit.go.jp/koku/koku_tk12_000005.html,,学科試験(マークシート・CBT化対象外)＋実地試験,"学科5,600円(実地試験手数料は別途)",,学科は年6回,,,2026-06-18,published
c-4999,4999,その他の航空機運転免許,その他の航空機運転免許,航空機運転,運輸・運転・航空,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-5001,5001,第1級総合無線通信士,第１級総合無線通信士,通信,電気・通信,domestic,0,0,国家,high,電波法の無線従事者(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),無線工学/法規/英語/地理/電気通信術(モールス・送話)等7科目,"21,200円",,定期・年2回(9月期・3月期),,,2026-06-18,published
c-5002,5002,第2級総合無線通信士,第２級総合無線通信士,通信,電気・通信,domestic,0,0,国家,high,電波法の無線従事者(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),無線工学/法規/英語/地理/電気通信術等7科目,"18,800円",,定期・年2回(9月期・3月期),,,2026-06-18,published
c-5003,5003,第3級総合無線通信士,第３級総合無線通信士,通信,電気・通信,domestic,0,0,国家,high,電波法の無線従事者(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),無線工学/法規/英語/電気通信術(モールス),"13,600円",,定期・年2回(9月期・3月期),,,2026-06-18,published
c-5004,5004,航空無線通信士,航空無線通信士,通信,電気・通信,domestic,0,0,国家,high,電波法の無線従事者(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),無線工学/法規/英語/電気通信術,"9,300円",,定期・年2回,,,2026-06-18,published
c-5005,5005,航空特殊無線技士,航空特殊無線技士,通信,電気・通信,domestic,0,0,国家,high,電波法の無線従事者(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),無線工学/法規/電気通信術,"6,400円",,定期試験,,,2026-06-18,published
c-5006,5006,第一級陸上無線技術士,第一級陸上無線技術士,通信,電気・通信,domestic,0,0,国家,high,技術士(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),4科目(無線工学の基礎/無線工学A/無線工学B/法規)・マークシート。科目合格制度あり(3年間免除),"16,500円",,年2回(1月・7月),,,2026-06-18,published
c-5007,5007,第二級陸上無線技術士,第二級陸上無線技術士,通信,電気・通信,domestic,0,0,国家,high,技術士(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),4科目(無線工学の基礎/無線工学A/無線工学B/法規)・マークシート。科目合格制度あり(3年間免除),"13,700円",,年2回(1月・7月),,,2026-06-18,published
c-5008,5008,第一級陸上特殊無線技士,第一級陸上特殊無線技士,通信,電気・通信,domestic,0,0,国家,high,電波法の無線従事者(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),無線工学/法規(多肢選択),"6,300円",,定期・年3回(2月・6月・10月),,,2026-06-18,published
c-5009,5009,第二級陸上特殊無線技士,第二級陸上特殊無線技士,通信,電気・通信,domestic,0,0,国家,high,電波法の無線従事者(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),無線工学/法規(CBT・多肢選択),"5,600円",,CBT通年(全国テストセンター),,,2026-06-18,published
c-5010,5010,第三級陸上特殊無線技士,第三級陸上特殊無線技士,通信,電気・通信,domestic,0,0,国家,high,電波法の無線従事者(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),無線工学/法規(CBT・多肢選択),"5,600円",,CBT通年(全国テストセンター),,,2026-06-18,published
c-5011,5011,国内電信級陸上特殊無線技士,国内電信級陸上特殊無線技士,通信,電気・通信,domestic,0,0,国家,high,電波法の無線従事者(国家資格),公益財団法人 日本無線協会,https://www.nichimu.or.jp/kshiken/,受験資格なし(誰でも受験可),法規/電気通信術(モールス),,,定期試験,,,2026-06-18,published
c-5099,5099,その他の通信関係資格,その他の通信関係資格,通信,電気・通信,domestic,1,0,,,バケット(その他の…),,,,,,,,,,,seed
c-5101,5101,鉛作業主任者,鉛作業主任者,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-5102,5102,四アルキル鉛等作業主任者,四アルキル鉛等作業主任者,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,労働安全衛生法の作業主任者,都道府県労働局長登録教習機関(中央労働災害防止協会 等),https://www.jisha.or.jp/,受講資格(一部に実務経験・関連資格の要件あり),技能講習修了型(学科＋実技の技能講習＋修了試験),登録教習機関により異なる(概ね1〜2万円),,登録教習機関により随時開催,,,2026-06-18,published
c-5103,5103,1級金属溶解技能士,１級金属溶解技能士,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-5104,5104,2級金属溶解技能士,２級金属溶解技能士,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-5105,5105,特級鋳造技能士,特級鋳造技能士,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,1級合格後、実務経験5年以上 等,特級技能検定(学科試験のみ。管理・監督的業務に必要な知識),"学科3,100円(標準額)",,年1回(前期/後期),,,2026-06-18,published
c-5106,5106,1級鋳造技能士,１級鋳造技能士,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-5107,5107,2級鋳造技能士,２級鋳造技能士,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-5108,5108,1級鍛造技能士,１級鍛造技能士,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-5109,5109,2級鍛造技能士,２級鍛造技能士,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-5110,5110,特級金属熱処理技能士,特級金属熱処理技能士,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,1級合格後、実務経験5年以上 等,特級技能検定(学科試験のみ。管理・監督的業務に必要な知識),"学科3,100円(標準額)",,年1回(前期/後期),,,2026-06-18,published
c-5111,5111,1級金属熱処理技能士,１級金属熱処理技能士,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験7年以上、または2級合格後2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
c-5112,5112,2級金属熱処理技能士,２級金属熱処理技能士,金属材料製造,機械・電気・ものづくり,domestic,0,0,国家,high,技能検定(国家資格・職業能力開発促進法),中央職業能力開発協会(JAVADA)/都道府県職業能力開発協会,https://www.javada.or.jp/jigyou/gino/giken.html,実務経験2年以上 等,学科試験＋実技試験(各100点満点。学科65点以上・実技60点以上で合格),"学科3,100円/実技18,200円(標準額。35歳未満は実技減額)",,年1回(前期/後期),,,2026-06-18,published
